tier,year_month,median_pace,p25,p75,run_count,athlete_count,avg_runs_per_athlete
High (4x+/wk),2017-10-01,5.413001356657562,4.822212806894392,6.026199145098561,386,30,12.866666666666667
High (4x+/wk),2017-11-01,5.415965750803273,4.868237231099334,6.093531198008373,359,30,11.966666666666667
High (4x+/wk),2017-12-01,5.42429647966799,4.935557567540094,5.943836394733145,355,30,11.833333333333334
High (4x+/wk),2018-01-01,5.295109840149541,4.845623751423747,5.810003079714951,406,30,13.533333333333333
High (4x+/wk),2018-02-01,5.392389151299415,4.962495302947361,5.956932774915824,354,30,11.8
High (4x+/wk),2018-03-01,5.3893177693814796,4.843464375291066,5.984797871969582,398,30,13.266666666666667
High (4x+/wk),2018-04-01,5.496896318991165,4.94032057800354,6.152952278990146,388,30,12.933333333333334
High (4x+/wk),2018-05-01,5.471936694403655,4.834184054207337,6.173248337334767,425,30,14.166666666666666
High (4x+/wk),2018-06-01,5.566908116250222,5.061620797574359,6.147827971475695,394,30,13.133333333333333
High (4x+/wk),2018-07-01,5.699453615755183,5.205996154208164,6.359824536889411,387,30,12.9
High (4x+/wk),2018-08-01,5.579150977814185,5.090985287027175,6.262040037483979,411,30,13.7
High (4x+/wk),2018-09-01,5.505611594581136,4.985596401105353,6.11346642577353,452,30,15.066666666666666
High (4x+/wk),2018-10-01,5.477294350184664,4.89803976255231,6.027981019776532,470,30,15.666666666666666
High (4x+/wk),2018-11-01,5.4039771714812765,4.940077029223086,5.973149552652688,432,30,14.4
High (4x+/wk),2018-12-01,5.330642524757312,4.894755534442808,5.916807060373291,444,30,14.8
High (4x+/wk),2019-01-01,5.422167094887924,4.823772973555642,6.076723986790414,531,30,17.7
High (4x+/wk),2019-02-01,5.412628649539958,4.855419867768501,6.007732560077327,489,30,16.3
High (4x+/wk),2019-03-01,5.445005782915007,4.901219567758749,6.169353039000912,526,30,17.533333333333335
High (4x+/wk),2019-04-01,5.36723359922196,4.790665895167189,6.05672232152575,476,30,15.866666666666667
High (4x+/wk),2019-05-01,5.635523945566,4.9626610792598225,6.57328542549155,483,30,16.1
High (4x+/wk),2019-06-01,5.6494676611361445,4.965598289341013,6.820762828769921,428,30,14.266666666666667
High (4x+/wk),2019-07-01,5.593964288638832,4.830513036996906,6.407354062711415,414,30,13.8
High (4x+/wk),2019-08-01,5.5520080157611655,4.868891270465751,6.314005055426725,462,30,15.4
High (4x+/wk),2019-09-01,5.432602110831391,4.841697180538729,6.08651923750368,480,30,16.0
High (4x+/wk),2019-10-01,5.325097613321956,4.77998055604908,5.893909305255118,459,30,15.3
High (4x+/wk),2019-11-01,5.368350506662692,4.868294435844824,5.828864301441541,436,30,14.533333333333333
High (4x+/wk),2019-12-01,5.379506086142322,4.899795172496887,5.927461822011585,465,30,15.5
High (4x+/wk),2020-01-01,5.410275499276767,4.921144244262908,6.181666185919951,71,30,2.3666666666666667
